opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days
OPP-2024917,Mindbox,ACC-1111,Mid-Market,closed-won,72971.21,2024-11-28,joao@raptorsoft.com,Commit,2024-10-18,45.0,HS-90423,Closed Won,commit,mindbox,41.0,,,False,False,0,False,False,True,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,41.0
OPP-2024918,SkyOps,ACC-1108,SMB,Closed Lost,15149.33,2024-10-13,carlos@raptorsoft.com,Omit,2023-09-19,56.0,HS-90299,Closed Lost,omit,skyops,390.0,,,False,False,0,False,False,False,True,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024919,dataprime,ACC-1106,SMB,Closed Lost,26419.53,2024-10-02,mariana@raptorsoft.com,Commit,2023-09-13,74.0,HS-90538,Closed Lost,commit,dataprime,385.0,,,False,False,0,False,False,False,True,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024920,Innova Tech,ACC-1116,Mid-Market,Qualification,90060.51,2024-12-27,joao@raptorsoft.com,best case,2023-12-23,115.0,,Discovery/Qualification,best_case,innova,370.0,,,False,True,109,True,False,False,False,2024Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024921,GridSoft,ACC-1117,Mid-Market,Discovery,71729.72,2024-12-24,ana.lima@raptorsoft.com,Omit,2024-11-02,52.0,HS-90580,Discovery/Qualification,omit,gridsoft,52.0,,True,False,True,112,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024922,dataprime,ACC-1106,Enterprise,Closed Won,156574.06,2024-05-29,mariana@raptorsoft.com,Pipeline,2023-11-29,51.0,,Closed Won,pipeline,dataprime,182.0,,,False,False,0,False,False,True,False,2024Q2,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,182.0
OPP-2024923,MINDBOX,ACC-1111,Mid-Market,Prospecting,126739.73,2024-11-02,ana.lima@raptorsoft.com,Commit,2024-10-25,42.0,HS-90228,Prospecting,commit,mindbox,8.0,,,False,True,164,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024924,MINDBOX,,SMB,Discovery,11667.28,2024-02-12,carlos@raptorsoft.com,Best Case,2024-01-26,53.0,HS-90237,Discovery/Qualification,best_case,mindbox,17.0,,,False,True,428,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024925,corelogic,ACC-1114,SMB,Closed Lost,34091.83,2025-01-22,carlos@raptorsoft.com,Best Case,2024-08-09,75.0,,Closed Lost,best_case,corelogic,166.0,,,False,False,0,False,False,False,True,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024926,Amplia Soluções Ltda,ACC-1113,Mid-Market,Prospecting,34504.78,2024-07-06,ana.lima@raptorsoft.com,Commit,2024-04-18,72.0,,Prospecting,commit,amplia,79.0,,,False,True,283,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024927,TapFlow,ACC-1115,Mid-Market,Qualification,-48398.16,2024-02-15,joao@raptorsoft.com,Pipeline,2023-12-11,29.0,HS-90069,Discovery/Qualification,pipeline,tapflow,66.0,,,False,True,425,True,True,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024928,nexus,,Enterprise,Discovery,156797.78,2024-12-27,joao@raptorsoft.com,Commit,2024-10-10,83.0,HS-90177,Discovery/Qualification,commit,nexus,78.0,,,False,True,109,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024929,CORELOGIC,ACC-1114,Mid-Market,Closed Lost,56014.18,2024-05-27,pedro@raptorsoft.com,Commit,2024-03-21,103.0,,Closed Lost,commit,corelogic,67.0,,,False,False,0,False,False,False,True,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024930,Vertice Tech,ACC-1103,Mid-Market,Prospecting,127718.9,2024-09-04,joao@raptorsoft.com,Omit,2024-04-25,61.0,HS-90266,Prospecting,omit,vertice,132.0,,,False,True,223,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024931,ZENTRA,ACC-1112,Enterprise,DISCOVERY,448958.87,2024-12-15,joao@raptorsoft.com,Best Case,2024-01-04,41.0,,Discovery/Qualification,best_case,zentra,346.0,,,False,True,121,True,False,False,False,2024Q4,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024932,TAPFLOW,ACC-1115,SMB,Negotiation,10160.15,2025-01-04,joao@raptorsoft.com,Pipeline,2024-03-17,12.0,,Negotiation,pipeline,tapflow,293.0,,,False,True,101,True,False,False,False,2025Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024933,Amplia Soluções Ltda,ACC-1113,Enterprise,Closed Lost,456342.16,2024-12-23,joao@raptorsoft.com,Omit,2024-08-29,120.0,HS-90601,Closed Lost,omit,amplia,116.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024934,Zentra Tech,ACC-1112,Mid-Market,Negotiation,121718.17,2024-03-11,ana.lima@raptorsoft.com,Omit,2023-12-30,59.0,,Negotiation,omit,zentra,72.0,,,False,True,400,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024935,GRUPO NEXUS,ACC-1102,SMB,Closed Won,25688.59,2024-07-12,ana.lima@raptorsoft.com,Pipeline,2024-05-24,38.0,,Closed Won,pipeline,nexus,49.0,,,False,False,0,False,False,True,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,49.0
OPP-2024936,Innova Tech,ACC-1116,Mid-Market,Prospecting,49945.21,2024-09-07,ana.lima@raptorsoft.com,commit,2024-06-03,58.0,HS-90649,Prospecting,commit,innova,96.0,,,False,True,220,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024937,Vértice Tech,ACC-1103,Enterprise,Proposal,289666.12,2024-08-09,mariana@raptorsoft.com,pipeline,2024-05-20,11.0,,Proposal,pipeline,vertice,81.0,,,False,True,249,True,False,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024938,Core Logic,ACC-1114,SMB,Closed_Lost,38426.76,2024-09-27,ana.lima@raptorsoft.com,Omit,2024-04-18,93.0,HS-90637,Closed Lost,omit,corelogic,162.0,,,False,False,0,False,False,False,True,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024939,Amplia,ACC-1113,Enterprise,Proposal,305748.82,2023-07-29,pedro@raptorsoft.com,Pipeline,2023-08-13,6.0,HS-90229,Proposal,pipeline,amplia,-15.0,,,False,True,626,True,False,False,False,2023Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024940,Vertice,ACC-1103,Mid-Market,Qualification,129460.28,2024-02-22,pedro@raptorsoft.com,Pipeline,2023-09-24,56.0,,Discovery/Qualification,pipeline,vertice,151.0,,,False,True,418,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024941,acme,ACC-1100,Mid-Market,Negotiation,37018.52,2023-12-28,ana.lima@raptorsoft.com,omit,2023-10-21,65.0,HS-90537,Negotiation,omit,acme,68.0,,,False,True,474,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024942,innova,ACC-1116,Mid-Market,Closed Won,77915.49,2024-12-31,ana.lima@raptorsoft.com,Best Case,2024-08-01,19.0,,Closed Won,best_case,innova,152.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,152.0
OPP-2024943,Vértice Tech,ACC-1103,SMB,Prospecting,26410.7,2025-01-13,ana.lima@raptorsoft.com,omit,2023-09-04,53.0,HS-90284,Prospecting,omit,vertice,497.0,,,False,True,92,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024944,Rush Flow,ACC-1110,Mid-Market,Prospecting,56320.82,2025-01-31,,Best Case,2024-01-20,120.0,HS-90198,Prospecting,best_case,rushflow,377.0,,,False,True,74,True,False,False,False,2025Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024945,VERTICE TECH,ACC-1103,SMB,Closed_Lost,11281.12,2024-11-22,ana.lima@raptorsoft.com,Commit,2024-05-25,108.0,HS-90578,Closed Lost,commit,vertice,181.0,,,False,False,0,False,False,False,True,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024946,Beta Solutions Ltda,ACC-1101,Mid-Market,Qualification,142027.49,2024-11-06,ana.lima@raptorsoft.com,Omit,2024-09-15,62.0,,Discovery/Qualification,omit,betasolutions,52.0,,,False,True,160,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024947,ZENTRA,ACC-1112,Mid-Market,Qualification,82086.41,2024-08-16,ana.lima@raptorsoft.com,best case,2024-08-16,92.0,HS-90520,Discovery/Qualification,best_case,zentra,0.0,,,False,True,242,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024948,Orbit,ACC-1104,Enterprise,Closed Won,230146.74,2025-01-17,mariana@raptorsoft.com,Pipeline,2024-10-15,13.0,,Closed Won,pipeline,orbit,94.0,,,False,False,0,False,False,True,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,94.0
OPP-2024949,Mindbox,ACC-1111,SMB,Closed Lost,14324.04,2024-05-25,pedro@raptorsoft.com,Pipeline,2023-10-11,46.0,HS-90546,Closed Lost,pipeline,mindbox,227.0,,,False,False,0,False,False,False,True,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024950,RushFlow,ACC-1110,SMB,Qualification,5582.27,2025-01-08,ana.lima@raptorsoft.com,Omit,2024-11-21,46.0,,Discovery/Qualification,omit,rushflow,48.0,,,False,True,97,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024951,zentra,ACC-1112,Mid-Market,Discovery,-110539.5,2024-07-28,,Best Case,2023-12-14,35.0,HS-90421,Discovery/Qualification,best_case,zentra,227.0,,,False,True,261,True,True,False,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024952,Blue Path,ACC-1119,SMB,Negotiation,21955.09,2024-12-08,carlos@raptorsoft.com,Omit,2024-09-21,109.0,,Negotiation,omit,bluepath,78.0,,,False,True,128,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024953,Zentra Tech,,Mid-Market,Prospecting,130667.48,2024-08-18,carlos@raptorsoft.com,Pipeline,2024-05-05,600.0,,Prospecting,pipeline,zentra,105.0,,,True,True,240,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024954,ZENTRA,ACC-1112,Mid-Market,Discovery,136515.57,2024-02-14,,Commit,2023-07-11,70.0,HS-90367,Discovery/Qualification,commit,zentra,218.0,,,False,True,426,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024955,Tap Flow,,SMB,Closed Lost,6440.22,2024-05-11,joao@raptorsoft.com,Omit,2024-01-11,54.0,HS-90457,Closed Lost,omit,tapflow,121.0,,,False,False,0,False,False,False,True,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024956,Polaris,ACC-1118,SMB,Prospecting,30207.13,2024-12-04,mariana@raptorsoft.com,commit,2024-02-03,72.0,HS-90448,Prospecting,commit,polaris,305.0,,,False,True,132,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024957,AMPLIA SOLUCOES,ACC-1113,Enterprise,Proposal,465592.24,2024-06-26,,Best Case,2024-04-27,81.0,,Proposal,best_case,amplia,60.0,,,False,True,293,True,False,False,False,2024Q2,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024958,orbit digital,ACC-1104,Enterprise,Discovery,293579.19,2024-12-08,carlos@raptorsoft.com,Omit,2024-05-06,5.0,HS-90352,Discovery/Qualification,omit,orbit,216.0,,,False,True,128,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024959,Sky Ops,ACC-1108,Mid-Market,Proposal,-132613.01,2024-09-15,joao@raptorsoft.com,Commit,2024-05-18,40.0,HS-90295,Proposal,commit,skyops,120.0,,,False,True,212,True,True,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024960,Data Prime,,Mid-Market,Discovery,128133.74,2025-01-23,carlos@raptorsoft.com,Best Case,2024-09-20,22.0,,Discovery/Qualification,best_case,dataprime,125.0,,,False,True,82,True,False,False,False,2025Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024961,Grupo Nexus,ACC-1102,SMB,closed-won,32269.64,2024-05-26,pedro@raptorsoft.com,Omit,2023-10-02,94.0,HS-90729,Closed Won,omit,nexus,237.0,,,False,False,0,False,False,True,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,237.0
OPP-2024962,mindbox,ACC-1111,SMB,Qualification,17119.64,2025-01-20,mariana@raptorsoft.com,Commit,2024-05-08,44.0,,Discovery/Qualification,commit,mindbox,257.0,,,False,True,85,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024963,Mindbox,ACC-1111,SMB,Discovery,13061.24,2024-11-15,joao@raptorsoft.com,omit,2024-10-08,39.0,,Discovery/Qualification,omit,mindbox,38.0,,,False,True,151,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024964,Polaris Tech,ACC-1118,SMB,Qualification,23701.05,2024-06-27,ana.lima@raptorsoft.com,Pipeline,2024-06-06,67.0,HS-90038,Discovery/Qualification,pipeline,polaris,21.0,,,False,True,292,True,False,False,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024965,rushflow,ACC-1110,Enterprise,Discovery,103857.07,2024-11-26,joao@raptorsoft.com,Pipeline,2023-09-08,40.0,,Discovery/Qualification,pipeline,rushflow,445.0,,,False,True,140,True,False,False,False,2024Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024966,innova,ACC-1116,Mid-Market,Prospecting,72748.85,2024-06-01,mariana@raptorsoft.com,omit,2023-08-21,120.0,HS-90066,Prospecting,omit,innova,285.0,,,False,True,318,True,False,False,False,2024Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024967,Orbit Digital,ACC-1104,Mid-Market,Negotiation,75128.47,2023-01-30,mariana@raptorsoft.com,commit,2023-11-17,3.0,HS-90700,Negotiation,commit,orbit,-291.0,,,False,True,806,True,False,False,False,2023Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024968,Vertice,ACC-1103,Mid-Market,Closed Won,50424.14,2025-01-01,pedro@raptorsoft.com,Commit,2024-08-23,75.0,HS-90379,Closed Won,commit,vertice,131.0,,,False,False,0,False,False,True,False,2025Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,131.0
OPP-2024969,GRIDSOFT,ACC-1117,SMB,Closed Lost,38090.68,2024-07-27,pedro@raptorsoft.com,Omit,2024-06-21,85.0,HS-90306,Closed Lost,omit,gridsoft,36.0,,,False,False,0,False,False,False,True,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024970,Vértice Tech,ACC-1103,Mid-Market,Prospecting,120073.53,2024-11-07,ana.lima@raptorsoft.com,Pipeline,2024-10-05,98.0,,Prospecting,pipeline,vertice,33.0,,,False,True,159,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024971,VERTICE TECH,ACC-1103,SMB,Qualification,16960.17,2024-04-07,joao@raptorsoft.com,Omit,2023-07-31,118.0,HS-90023,Discovery/Qualification,omit,vertice,251.0,,,False,True,373,True,False,False,False,2024Q2,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024972,Zentra,ACC-1112,Enterprise,Prop,159122.78,2024-07-21,carlos@raptorsoft.com,Best Case,2023-12-18,107.0,HS-90021,Proposal,best_case,zentra,216.0,,,False,True,268,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024973,Polare,ACC-1109,Mid-Market,Qualification,119535.46,2024-12-09,pedro@raptorsoft.com,Pipeline,2024-05-22,74.0,,Discovery/Qualification,pipeline,polare,201.0,,,False,True,127,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024974,ORBIT DIGITAL,ACC-1104,SMB,Closed Won,33922.31,2023-10-12,carlos@raptorsoft.com,Pipeline,2023-08-30,60.0,HS-90713,Closed Won,pipeline,orbit,43.0,,,False,False,0,False,False,True,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,43.0
OPP-2024975,RUSHFLOW,ACC-1110,SMB,Qualification,7760.31,2025-01-07,pedro@raptorsoft.com,Commit,2024-08-15,1.0,HS-90769,Discovery/Qualification,commit,rushflow,145.0,,,False,True,98,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024976,Sky Ops,ACC-1108,SMB,Proposal,8008.19,2024-12-29,joao@raptorsoft.com,Commit,2024-04-24,38.0,HS-90520,Proposal,commit,skyops,249.0,,,False,True,107,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024977,Polare,,SMB,Closed Lost,25807.55,2024-07-14,mariana@raptorsoft.com,pipeline,2023-07-29,33.0,HS-90107,Closed Lost,pipeline,polare,351.0,,,False,False,0,False,False,False,True,2024Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024978,Amplia,ACC-1113,Enterprise,Closed Won,353925.39,2024-12-25,joao@raptorsoft.com,Commit,2024-05-27,72.0,,Closed Won,commit,amplia,212.0,,,False,False,0,False,False,True,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,212.0
OPP-2024979,nexus,ACC-1102,SMB,Qualification,22818.85,2023-08-24,joao@raptorsoft.com,Commit,2024-09-05,74.0,HS-90266,Discovery/Qualification,commit,nexus,-378.0,,,False,True,600,True,False,False,False,2023Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024980,Grid Soft,ACC-1117,Mid-Market,Negotiation,121623.76,2024-10-11,carlos@raptorsoft.com,Commit,2023-07-04,91.0,,Negotiation,commit,gridsoft,465.0,,,False,True,186,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024981,polare,ACC-1109,Mid-Market,Prospecting,96335.5,2024-03-12,joao@raptorsoft.com,Commit,2024-01-18,27.0,HS-90519,Prospecting,commit,polare,54.0,,,False,True,399,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024982,RushFlow,ACC-1110,SMB,Negotiation,13191.27,2025-01-30,,Best Case,2024-07-02,117.0,HS-90652,Negotiation,best_case,rushflow,212.0,,,False,True,75,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024983,BLUEPATH,ACC-1119,SMB,Proposal,14257.76,2024-10-08,,Best Case,2023-11-08,84.0,HS-90274,Proposal,best_case,bluepath,335.0,,,False,True,189,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024984,beta solutions,ACC-1101,SMB,Closed Won,29645.41,2024-12-18,pedro@raptorsoft.com,omit,2024-11-18,82.0,HS-90557,Closed Won,omit,betasolutions,30.0,,,False,False,0,False,False,True,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,30.0
OPP-2024985,Acme,ACC-1100,Mid-Market,Qualification,133866.02,2024-11-20,ana.lima@raptorsoft.com,Omit,2024-10-29,2.0,,Discovery/Qualification,omit,acme,22.0,,,False,True,146,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024986,Innova Tech,,SMB,Discovery,20106.74,2024-03-30,ana.lima@raptorsoft.com,Omit,2024-01-14,120.0,HS-90343,Discovery/Qualification,omit,innova,76.0,,,False,True,381,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024987,Orbit,ACC-1104,Enterprise,Closed Won,483374.47,2024-08-30,joao@raptorsoft.com,Omit,2024-08-28,64.0,HS-90576,Closed Won,omit,orbit,2.0,,,False,False,0,False,False,True,False,2024Q3,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,2.0
OPP-2024988,Acme Corp,ACC-1100,Mid-Market,Prospecting,108521.82,2024-11-10,pedro@raptorsoft.com,Omit,2024-10-15,10.0,,Prospecting,omit,acme,26.0,,,False,True,156,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024989,innova,ACC-1116,SMB,Closed Won,8915.61,2024-05-17,carlos@raptorsoft.com,Pipeline,2024-04-12,7.0,,Closed Won,pipeline,innova,35.0,,,False,False,0,False,False,True,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,35.0
OPP-2024990,GRIDSOFT,ACC-1117,Enterprise,Qualification,157628.29,2024-09-07,pedro@raptorsoft.com,pipeline,2023-11-12,95.0,HS-90384,Discovery/Qualification,pipeline,gridsoft,300.0,,,False,True,220,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024991,Orbit,ACC-1104,SMB,qualification,21461.37,2024-12-27,carlos@raptorsoft.com,Best Case,2024-06-26,46.0,,Discovery/Qualification,best_case,orbit,184.0,,,False,True,109,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024992,Nexus Group,ACC-1102,Mid-Market,Negotiation,50487.54,2024-12-02,pedro@raptorsoft.com,Omit,2024-05-23,113.0,,Negotiation,omit,nexus,193.0,,,False,True,134,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024993,ConnectWave,ACC-1107,SMB,Negotiation,15918.65,2025-01-30,mariana@raptorsoft.com,Pipeline,2023-07-10,109.0,,Negotiation,pipeline,connectwave,570.0,,,False,True,75,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024994,Mindbox,ACC-1111,Mid-Market,Proposal,45342.91,2024-05-19,carlos@raptorsoft.com,Commit,2024-01-23,6.0,HS-90540,Proposal,commit,mindbox,117.0,,,False,True,331,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024995,Fluxo Sistemas,ACC-1105,SMB,qualification,11975.57,2023-07-24,,best case,2023-07-10,750.0,HS-90761,Discovery/Qualification,best_case,fluxo,14.0,,,True,True,631,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024996,Sky Ops,ACC-1108,SMB,Negotiation ,23238.23,2023-01-03,joao@raptorsoft.com,Pipeline,2023-10-22,97.0,HS-90142,Negotiation,pipeline,skyops,-292.0,,,False,True,833,True,False,False,False,2023Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024997,Orbit,,Mid-Market,Closed Won,31068.77,2024-12-21,pedro@raptorsoft.com,Pipeline,2024-10-13,34.0,HS-90611,Closed Won,pipeline,orbit,69.0,,,False,False,0,False,False,True,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,69.0
OPP-2024998,BLUEPATH,ACC-1119,Mid-Market,Qualification,116761.5,2024-03-30,pedro@raptorsoft.com,Pipeline,2024-02-10,48.0,HS-90777,Discovery/Qualification,pipeline,bluepath,49.0,,,False,True,381,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024999,Innova,ACC-1116,SMB,Qualification,33172.2,2024-03-19,mariana@raptorsoft.com,commit,2023-07-19,78.0,,Discovery/Qualification,commit,innova,244.0,,,False,True,392,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025000,skyops,ACC-1108,SMB,qualification,14344.88,2023-11-25,ana.lima@raptorsoft.com,Best Case,2023-08-24,77.0,HS-90152,Discovery/Qualification,best_case,skyops,93.0,,,False,True,507,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025001,CONNECTWAVE,,SMB,Negotiation,22390.82,2025-01-07,ana.lima@raptorsoft.com,Best Case,2024-06-19,29.0,,Negotiation,best_case,connectwave,202.0,,,False,True,98,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2025002,Zentra Tech,ACC-1112,Enterprise,Negotiation,267469.16,2024-02-18,joao@raptorsoft.com,Commit,2023-11-20,111.0,HS-90062,Negotiation,commit,zentra,90.0,,,False,True,422,True,False,False,False,2024Q1,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025003,Vertice Tech,ACC-1103,SMB,prospecting,9472.54,2024-10-01,ana.lima@raptorsoft.com,Best Case,2024-09-09,119.0,,Prospecting,best_case,vertice,22.0,,,False,True,196,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025004,Polaris Tech,ACC-1118,Enterprise,Prospecting,189755.34,2025-01-21,joao@raptorsoft.com,Commit,2024-07-18,40.0,HS-90429,Prospecting,commit,polaris,187.0,,,False,True,84,True,False,False,False,2025Q1,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025005,gridsoft,ACC-1117,SMB,Prospecting,16651.37,2024-02-20,ana.lima@raptorsoft.com,Commit,2023-07-26,45.0,HS-90419,Prospecting,commit,gridsoft,209.0,,,False,True,420,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025006,Vertice,ACC-1103,SMB,Closed Won,33911.76,2023-10-13,mariana@raptorsoft.com,Omit,2023-10-12,120.0,,Closed Won,omit,vertice,1.0,,,False,False,0,False,False,True,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,1.0
OPP-2025007,Beta Solutions,ACC-1101,Enterprise,Proposal,207825.0,2025-01-24,pedro@raptorsoft.com,Pipeline,2024-09-25,27.0,HS-90111,Proposal,pipeline,betasolutions,121.0,,,False,True,81,True,False,False,False,2025Q1,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025008,DataPrime,ACC-1106,Mid-Market,Qualification,62625.03,2024-12-04,joao@raptorsoft.com,Omit,2024-05-04,44.0,HS-90619,Discovery/Qualification,omit,dataprime,214.0,,,False,True,132,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025009,CONNECTWAVE,ACC-1107,SMB,Prospecting,28097.37,2024-05-19,joao@raptorsoft.com,Best Case,2023-12-24,60.0,,Prospecting,best_case,connectwave,147.0,,,False,True,331,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,
