opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days,slippage_discount,engagement_modifier_for_forecast,win_rate_base,adjusted_win_rate,forecast_contribution,slippage_bucket
OPP-2024909,TapFlow,ACC-1115,SMB,Prospecting,16033.94,2025-01-26,ana.lima@raptorsoft.com,pipeline,2024-02-27,23.0,HS-90293,Prospecting,pipeline,tapflow,334.0,,,False,True,79,True,False,False,False,2025Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,4274.65,61-90d
OPP-2024913,polare,ACC-1109,SMB,Proposal,13096.35,2024-12-30,carlos@raptorsoft.com,Pipeline,2024-09-09,68.0,,Proposal,pipeline,polare,112.0,,,False,True,106,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2222.45,91-180d
OPP-2024914,Innova,ACC-1116,Enterprise,prospecting,223506.68,2025-01-29,,pipeline,2024-05-12,16.0,,Prospecting,pipeline,innova,262.0,,,False,True,76,True,False,False,False,2025Q1,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,59586.88,61-90d
OPP-2024916,Polaris,ACC-1118,Enterprise,Proposal,376250.48,2024-12-12,carlos@raptorsoft.com,Pipeline,2023-09-30,29.0,HS-90395,Proposal,pipeline,polaris,439.0,,,False,True,124,True,False,False,False,2024Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,63849.71,91-180d
OPP-2024920,Innova Tech,ACC-1116,Mid-Market,Qualification,90060.51,2024-12-27,joao@raptorsoft.com,best case,2023-12-23,115.0,,Discovery/Qualification,best_case,innova,370.0,,,False,True,109,True,False,False,False,2024Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,15283.27,91-180d
OPP-2024923,MINDBOX,ACC-1111,Mid-Market,Prospecting,126739.73,2024-11-02,ana.lima@raptorsoft.com,Commit,2024-10-25,42.0,HS-90228,Prospecting,commit,mindbox,8.0,,,False,True,164,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,21507.73,91-180d
OPP-2024924,MINDBOX,,SMB,Discovery,11667.28,2024-02-12,carlos@raptorsoft.com,Best Case,2024-01-26,53.0,HS-90237,Discovery/Qualification,best_case,mindbox,17.0,,,False,True,428,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,848.21,>180d
OPP-2024926,Amplia Soluções Ltda,ACC-1113,Mid-Market,Prospecting,34504.78,2024-07-06,ana.lima@raptorsoft.com,Commit,2024-04-18,72.0,,Prospecting,commit,amplia,79.0,,,False,True,283,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2508.5,>180d
OPP-2024928,nexus,,Enterprise,Discovery,156797.78,2024-12-27,joao@raptorsoft.com,Commit,2024-10-10,83.0,HS-90177,Discovery/Qualification,commit,nexus,78.0,,,False,True,109,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,26608.58,91-180d
OPP-2024931,ZENTRA,ACC-1112,Enterprise,DISCOVERY,448958.87,2024-12-15,joao@raptorsoft.com,Best Case,2024-01-04,41.0,,Discovery/Qualification,best_case,zentra,346.0,,,False,True,121,True,False,False,False,2024Q4,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,76188.32,91-180d
OPP-2024932,TAPFLOW,ACC-1115,SMB,Negotiation,10160.15,2025-01-04,joao@raptorsoft.com,Pipeline,2024-03-17,12.0,,Negotiation,pipeline,tapflow,293.0,,,False,True,101,True,False,False,False,2025Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1724.18,91-180d
OPP-2024936,Innova Tech,ACC-1116,Mid-Market,Prospecting,49945.21,2024-09-07,ana.lima@raptorsoft.com,commit,2024-06-03,58.0,HS-90649,Prospecting,commit,innova,96.0,,,False,True,220,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3631.02,>180d
OPP-2024937,Vértice Tech,ACC-1103,Enterprise,Proposal,289666.12,2024-08-09,mariana@raptorsoft.com,pipeline,2024-05-20,11.0,,Proposal,pipeline,vertice,81.0,,,False,True,249,True,False,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,21058.73,>180d
OPP-2024939,Amplia,ACC-1113,Enterprise,Proposal,305748.82,2023-07-29,pedro@raptorsoft.com,Pipeline,2023-08-13,6.0,HS-90229,Proposal,pipeline,amplia,-15.0,,,False,True,626,True,False,False,False,2023Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,22227.94,>180d
OPP-2024940,Vertice,ACC-1103,Mid-Market,Qualification,129460.28,2024-02-22,pedro@raptorsoft.com,Pipeline,2023-09-24,56.0,,Discovery/Qualification,pipeline,vertice,151.0,,,False,True,418,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9411.76,>180d
OPP-2024944,Rush Flow,ACC-1110,Mid-Market,Prospecting,56320.82,2025-01-31,,Best Case,2024-01-20,120.0,HS-90198,Prospecting,best_case,rushflow,377.0,,,False,True,74,True,False,False,False,2025Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,15015.13,61-90d
OPP-2024947,ZENTRA,ACC-1112,Mid-Market,Qualification,82086.41,2024-08-16,ana.lima@raptorsoft.com,best case,2024-08-16,92.0,HS-90520,Discovery/Qualification,best_case,zentra,0.0,,,False,True,242,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5967.68,>180d
OPP-2024953,Zentra Tech,,Mid-Market,Prospecting,130667.48,2024-08-18,carlos@raptorsoft.com,Pipeline,2024-05-05,600.0,,Prospecting,pipeline,zentra,105.0,,,True,True,240,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9499.53,>180d
OPP-2024954,ZENTRA,ACC-1112,Mid-Market,Discovery,136515.57,2024-02-14,,Commit,2023-07-11,70.0,HS-90367,Discovery/Qualification,commit,zentra,218.0,,,False,True,426,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9924.68,>180d
OPP-2024956,Polaris,ACC-1118,SMB,Prospecting,30207.13,2024-12-04,mariana@raptorsoft.com,commit,2024-02-03,72.0,HS-90448,Prospecting,commit,polaris,305.0,,,False,True,132,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5126.15,91-180d
OPP-2024957,AMPLIA SOLUCOES,ACC-1113,Enterprise,Proposal,465592.24,2024-06-26,,Best Case,2024-04-27,81.0,,Proposal,best_case,amplia,60.0,,,False,True,293,True,False,False,False,2024Q2,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,33848.56,>180d
OPP-2024960,Data Prime,,Mid-Market,Discovery,128133.74,2025-01-23,carlos@raptorsoft.com,Best Case,2024-09-20,22.0,,Discovery/Qualification,best_case,dataprime,125.0,,,False,True,82,True,False,False,False,2025Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,34160.46,61-90d
OPP-2024962,mindbox,ACC-1111,SMB,Qualification,17119.64,2025-01-20,mariana@raptorsoft.com,Commit,2024-05-08,44.0,,Discovery/Qualification,commit,mindbox,257.0,,,False,True,85,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,4564.1,61-90d
OPP-2024964,Polaris Tech,ACC-1118,SMB,Qualification,23701.05,2024-06-27,ana.lima@raptorsoft.com,Pipeline,2024-06-06,67.0,HS-90038,Discovery/Qualification,pipeline,polaris,21.0,,,False,True,292,True,False,False,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1723.07,>180d
OPP-2024965,rushflow,ACC-1110,Enterprise,Discovery,103857.07,2024-11-26,joao@raptorsoft.com,Pipeline,2023-09-08,40.0,,Discovery/Qualification,pipeline,rushflow,445.0,,,False,True,140,True,False,False,False,2024Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,17624.54,91-180d
OPP-2024967,Orbit Digital,ACC-1104,Mid-Market,Negotiation,75128.47,2023-01-30,mariana@raptorsoft.com,commit,2023-11-17,3.0,HS-90700,Negotiation,commit,orbit,-291.0,,,False,True,806,True,False,False,False,2023Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5461.84,>180d
OPP-2024970,Vértice Tech,ACC-1103,Mid-Market,Prospecting,120073.53,2024-11-07,ana.lima@raptorsoft.com,Pipeline,2024-10-05,98.0,,Prospecting,pipeline,vertice,33.0,,,False,True,159,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,20376.48,91-180d
OPP-2024972,Zentra,ACC-1112,Enterprise,Prop,159122.78,2024-07-21,carlos@raptorsoft.com,Best Case,2023-12-18,107.0,HS-90021,Proposal,best_case,zentra,216.0,,,False,True,268,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,11568.23,>180d
OPP-2024973,Polare,ACC-1109,Mid-Market,Qualification,119535.46,2024-12-09,pedro@raptorsoft.com,Pipeline,2024-05-22,74.0,,Discovery/Qualification,pipeline,polare,201.0,,,False,True,127,True,False,False,False,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,20285.17,91-180d
OPP-2024975,RUSHFLOW,ACC-1110,SMB,Qualification,7760.31,2025-01-07,pedro@raptorsoft.com,Commit,2024-08-15,1.0,HS-90769,Discovery/Qualification,commit,rushflow,145.0,,,False,True,98,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1316.92,91-180d
OPP-2024976,Sky Ops,ACC-1108,SMB,Proposal,8008.19,2024-12-29,joao@raptorsoft.com,Commit,2024-04-24,38.0,HS-90520,Proposal,commit,skyops,249.0,,,False,True,107,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1358.99,91-180d
OPP-2024979,nexus,ACC-1102,SMB,Qualification,22818.85,2023-08-24,joao@raptorsoft.com,Commit,2024-09-05,74.0,HS-90266,Discovery/Qualification,commit,nexus,-378.0,,,False,True,600,True,False,False,False,2023Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1658.93,>180d
OPP-2024980,Grid Soft,ACC-1117,Mid-Market,Negotiation,121623.76,2024-10-11,carlos@raptorsoft.com,Commit,2023-07-04,91.0,,Negotiation,commit,gridsoft,465.0,,,False,True,186,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8842.05,>180d
OPP-2024981,polare,ACC-1109,Mid-Market,Prospecting,96335.5,2024-03-12,joao@raptorsoft.com,Commit,2024-01-18,27.0,HS-90519,Prospecting,commit,polare,54.0,,,False,True,399,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7003.59,>180d
OPP-2024982,RushFlow,ACC-1110,SMB,Negotiation,13191.27,2025-01-30,,Best Case,2024-07-02,117.0,HS-90652,Negotiation,best_case,rushflow,212.0,,,False,True,75,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,3516.79,61-90d
OPP-2024983,BLUEPATH,ACC-1119,SMB,Proposal,14257.76,2024-10-08,,Best Case,2023-11-08,84.0,HS-90274,Proposal,best_case,bluepath,335.0,,,False,True,189,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1036.54,>180d
OPP-2024990,GRIDSOFT,ACC-1117,Enterprise,Qualification,157628.29,2024-09-07,pedro@raptorsoft.com,pipeline,2023-11-12,95.0,HS-90384,Discovery/Qualification,pipeline,gridsoft,300.0,,,False,True,220,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,11459.58,>180d
OPP-2024991,Orbit,ACC-1104,SMB,qualification,21461.37,2024-12-27,carlos@raptorsoft.com,Best Case,2024-06-26,46.0,,Discovery/Qualification,best_case,orbit,184.0,,,False,True,109,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3641.99,91-180d
OPP-2024993,ConnectWave,ACC-1107,SMB,Negotiation,15918.65,2025-01-30,mariana@raptorsoft.com,Pipeline,2023-07-10,109.0,,Negotiation,pipeline,connectwave,570.0,,,False,True,75,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,4243.91,61-90d
OPP-2024994,Mindbox,ACC-1111,Mid-Market,Proposal,45342.91,2024-05-19,carlos@raptorsoft.com,Commit,2024-01-23,6.0,HS-90540,Proposal,commit,mindbox,117.0,,,False,True,331,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3296.43,>180d
OPP-2024995,Fluxo Sistemas,ACC-1105,SMB,qualification,11975.57,2023-07-24,,best case,2023-07-10,750.0,HS-90761,Discovery/Qualification,best_case,fluxo,14.0,,,True,True,631,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,870.62,>180d
OPP-2024996,Sky Ops,ACC-1108,SMB,Negotiation ,23238.23,2023-01-03,joao@raptorsoft.com,Pipeline,2023-10-22,97.0,HS-90142,Negotiation,pipeline,skyops,-292.0,,,False,True,833,True,False,False,False,2023Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1689.42,>180d
OPP-2024998,BLUEPATH,ACC-1119,Mid-Market,Qualification,116761.5,2024-03-30,pedro@raptorsoft.com,Pipeline,2024-02-10,48.0,HS-90777,Discovery/Qualification,pipeline,bluepath,49.0,,,False,True,381,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,8488.56,>180d
OPP-2024999,Innova,ACC-1116,SMB,Qualification,33172.2,2024-03-19,mariana@raptorsoft.com,commit,2023-07-19,78.0,,Discovery/Qualification,commit,innova,244.0,,,False,True,392,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2411.62,>180d
OPP-2025000,skyops,ACC-1108,SMB,qualification,14344.88,2023-11-25,ana.lima@raptorsoft.com,Best Case,2023-08-24,77.0,HS-90152,Discovery/Qualification,best_case,skyops,93.0,,,False,True,507,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1042.87,>180d
OPP-2025001,CONNECTWAVE,,SMB,Negotiation,22390.82,2025-01-07,ana.lima@raptorsoft.com,Best Case,2024-06-19,29.0,,Negotiation,best_case,connectwave,202.0,,,False,True,98,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3799.72,91-180d
OPP-2025002,Zentra Tech,ACC-1112,Enterprise,Negotiation,267469.16,2024-02-18,joao@raptorsoft.com,Commit,2023-11-20,111.0,HS-90062,Negotiation,commit,zentra,90.0,,,False,True,422,True,False,False,False,2024Q1,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,19445.01,>180d
OPP-2025003,Vertice Tech,ACC-1103,SMB,prospecting,9472.54,2024-10-01,ana.lima@raptorsoft.com,Best Case,2024-09-09,119.0,,Prospecting,best_case,vertice,22.0,,,False,True,196,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,688.65,>180d
OPP-2025004,Polaris Tech,ACC-1118,Enterprise,Prospecting,189755.34,2025-01-21,joao@raptorsoft.com,Commit,2024-07-18,40.0,HS-90429,Prospecting,commit,polaris,187.0,,,False,True,84,True,False,False,False,2025Q1,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,50588.77,61-90d
OPP-2025005,gridsoft,ACC-1117,SMB,Prospecting,16651.37,2024-02-20,ana.lima@raptorsoft.com,Commit,2023-07-26,45.0,HS-90419,Prospecting,commit,gridsoft,209.0,,,False,True,420,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1210.55,>180d
OPP-2025007,Beta Solutions,ACC-1101,Enterprise,Proposal,207825.0,2025-01-24,pedro@raptorsoft.com,Pipeline,2024-09-25,27.0,HS-90111,Proposal,pipeline,betasolutions,121.0,,,False,True,81,True,False,False,False,2025Q1,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,55406.14,61-90d
OPP-2025009,CONNECTWAVE,ACC-1107,SMB,Prospecting,28097.37,2024-05-19,joao@raptorsoft.com,Best Case,2023-12-24,60.0,,Prospecting,best_case,connectwave,147.0,,,False,True,331,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2042.68,>180d
OPP-2025011,ConnectWave,ACC-1107,SMB,Prospecting,11527.08,2024-09-17,mariana@raptorsoft.com,best case,2024-04-11,92.0,,Prospecting,best_case,connectwave,159.0,,,False,True,210,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,838.02,>180d
OPP-2025012,beta solutions,ACC-1101,Mid-Market,Negotiation,104747.72,2023-11-30,ana.lima@raptorsoft.com,Pipeline,2023-10-16,120.0,HS-90768,Negotiation,pipeline,betasolutions,45.0,,,False,True,502,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7615.16,>180d
OPP-2025015,Acme Corp.,ACC-1100,SMB,Negotiation,30027.06,2024-10-25,mariana@raptorsoft.com,Pipeline,2024-10-22,20.0,HS-90776,Negotiation,pipeline,acme,3.0,,,False,True,172,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5095.59,91-180d
OPP-2025019,skyops,ACC-1108,SMB,Prop,37471.03,2025-01-15,ana.lima@raptorsoft.com,Commit,2023-11-26,28.0,HS-90227,Proposal,commit,skyops,416.0,,,False,True,90,True,False,False,False,2025Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,9989.78,61-90d
OPP-2025020,FLUXO SISTEMAS,ACC-1105,Enterprise,Prospecting,395436.08,2024-12-06,joao@raptorsoft.com,Commit,2024-11-27,48.0,HS-90373,Prospecting,commit,fluxo,9.0,,,False,True,130,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,67105.5,91-180d
OPP-2025021,corelogic,ACC-1114,Enterprise,Proposal,474287.25,2024-08-20,joao@raptorsoft.com,commit,2024-04-23,113.0,HS-90787,Proposal,commit,corelogic,119.0,,,False,True,238,True,False,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,34480.68,>180d
OPP-2025023,Beta Solutions,ACC-1101,SMB,Proposal,27382.21,2024-03-31,mariana@raptorsoft.com,commit,2023-12-06,108.0,HS-90473,Proposal,commit,betasolutions,116.0,,,False,True,380,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1990.69,>180d
OPP-2025025,rushflow,ACC-1110,Mid-Market,Discovery,90390.58,2024-11-10,carlos@raptorsoft.com,Best Case,2024-09-25,97.0,HS-90151,Discovery/Qualification,best_case,rushflow,46.0,,,False,True,156,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,15339.28,91-180d
OPP-2025026,Vertice,ACC-1103,Mid-Market,Prospecting,46332.81,2023-03-11,ana.lima@raptorsoft.com,Best Case,2024-05-03,118.0,HS-90366,Prospecting,best_case,vertice,-419.0,,,False,True,766,True,False,False,False,2023Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3368.4,>180d
OPP-2025028,Polare,ACC-1109,Mid-Market,Discovery,144185.37,2024-09-07,joao@raptorsoft.com,Commit,2023-09-24,65.0,,Discovery/Qualification,commit,polare,349.0,,,False,True,220,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10482.28,>180d
OPP-2025029,VERTICE TECH,ACC-1103,Enterprise,Qualification,172371.07,2024-09-13,ana.lima@raptorsoft.com,Best Case,2023-07-29,91.0,HS-90108,Discovery/Qualification,best_case,vertice,412.0,,,False,True,214,True,False,False,False,2024Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,12531.38,>180d
OPP-2025030,INNOVA,ACC-1116,Enterprise,Proposal,165752.67,2024-12-03,pedro@raptorsoft.com,commit,2024-11-13,71.0,HS-90106,Proposal,commit,innova,20.0,,,False,True,133,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,28128.23,91-180d
OPP-2025031,BluePath,,SMB,qualification,31140.71,2023-09-30,carlos@raptorsoft.com,Best Case,2023-12-31,10.0,HS-90073,Discovery/Qualification,best_case,bluepath,-92.0,,,False,True,563,True,False,False,False,2023Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2263.93,>180d
OPP-2025033,orbit digital,ACC-1104,SMB,Qualification,32388.19,2024-11-19,carlos@raptorsoft.com,Pipeline,2024-09-24,21.0,HS-90715,Discovery/Qualification,pipeline,orbit,56.0,,,False,True,147,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5496.28,91-180d
OPP-2025035,Polare Ltda,ACC-1109,Mid-Market,Proposal,66446.69,2024-05-06,pedro@raptorsoft.com,pipeline,2023-12-23,56.0,HS-90507,Proposal,pipeline,polare,135.0,,,False,True,344,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4830.67,>180d
OPP-2025036,tapflow,ACC-1115,Enterprise,prospecting,326017.9,2024-01-14,carlos@raptorsoft.com,pipeline,2023-07-23,39.0,,Prospecting,pipeline,tapflow,175.0,,,False,True,457,True,False,False,False,2024Q1,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,23701.5,>180d
OPP-2025042,ACME CORP,ACC-1100,Mid-Market,Discovery,52926.22,2024-07-27,carlos@raptorsoft.com,pipeline,2024-04-01,99.0,,Discovery/Qualification,pipeline,acme,117.0,,,False,True,262,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3847.74,>180d
OPP-2025043,Innova Tech,ACC-1116,Mid-Market,Proposal,46758.91,2024-12-29,ana.lima@raptorsoft.com,Commit,2024-09-25,65.0,,Proposal,commit,innova,95.0,,,False,True,107,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,7934.99,91-180d
OPP-2025045,zentra,ACC-1112,SMB,Proposal,28292.93,2024-09-06,pedro@raptorsoft.com,Commit,2024-06-13,95.0,HS-90727,Proposal,commit,zentra,85.0,,,False,True,221,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2056.9,>180d
OPP-2025047,GRUPO NEXUS,ACC-1102,SMB,Qualification,39610.0,2024-10-22,ana.lima@raptorsoft.com,best case,2024-08-19,36.0,,Discovery/Qualification,best_case,nexus,64.0,,,False,True,175,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6721.82,91-180d
OPP-2025049,Zentra Tech,ACC-1112,SMB,Negotiation,17975.74,2024-02-24,mariana@raptorsoft.com,best case,2023-09-25,89.0,HS-90147,Negotiation,best_case,zentra,152.0,,,False,True,416,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1306.84,>180d
OPP-2025052,GridSoft,ACC-1117,SMB,Proposal,21445.39,2024-08-20,ana.lima@raptorsoft.com,Pipeline,2024-01-18,78.0,HS-90438,Proposal,pipeline,gridsoft,215.0,,,False,True,238,True,False,False,False,2024Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1559.08,>180d
OPP-2025053,Polare Ltda,ACC-1109,Enterprise,Negotiation,438492.36,2024-07-26,joao@raptorsoft.com,Commit,2023-10-11,37.0,,Negotiation,commit,polare,289.0,,,False,True,263,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,31878.39,>180d
OPP-2025054,tapflow,ACC-1115,SMB,Discovery,16733.44,2024-11-16,pedro@raptorsoft.com,commit,2024-04-01,29.0,,Discovery/Qualification,commit,tapflow,229.0,,,False,True,150,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,2839.66,91-180d
OPP-2025058,BETA SOLUTIONS,ACC-1101,SMB,Prospecting,21638.23,2025-01-14,pedro@raptorsoft.com,Pipeline,2023-08-04,38.0,,Prospecting,pipeline,betasolutions,529.0,,,False,True,91,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3672.01,91-180d
OPP-2025059,GridSoft,ACC-1117,SMB,Proposal,19868.2,2024-10-21,mariana@raptorsoft.com,Pipeline,2024-03-10,114.0,HS-90187,Proposal,pipeline,gridsoft,225.0,,,False,True,176,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,3371.63,91-180d
OPP-2025060,Sky Ops,ACC-1108,Enterprise,Negotiation,408438.94,2025-01-19,carlos@raptorsoft.com,Commit,2024-10-29,104.0,HS-90210,Negotiation,commit,skyops,82.0,,,False,True,86,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,108889.82,61-90d
OPP-2025064,Vértice Tech,ACC-1103,Mid-Market,Prospecting,94267.47,2024-01-22,carlos@raptorsoft.com,Best Case,2023-12-09,82.0,HS-90367,Prospecting,best_case,vertice,44.0,,,False,True,449,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,6853.25,>180d
